IES-00002-r15_chr4_9328926	scf_8254385	387853	387853
IES-00021-r19_chr4_8895246	scf_8254385	12569	12574
IES-00022-r15_chr4_8890688	scf_8254385	12569	12574
IES-00056-r16_chr4_8017489	scf_8254051	129403	129404
IES-00079-r19_chr4_7432199	scf_8254373	874985	874998
IES-00080-r8_chr4_7412503	scf_8254373	865099	865100
IES-00082-r14_chr4_7345035	scf_8254373	806674	806680
IES-00083-r14_chr4_7340815	scf_8254373	804617	804630
IES-00084-r11_chr4_7331068	scf_8254373	798194	798194
IES-00086-r12_chr4_7321044	scf_8254373	794434	794442
IES-00087-r12_chr4_7313111	scf_8254373	790991	791004
IES-00089-r21_chr4_7298500	scf_8254373	780234	780234
IES-00090-r10_chr4_7276613	scf_8254373	761165	761165
IES-00092-r12_chr4_7265220	scf_8254373	752583	752595
IES-00093-r18_chr4_7223559	scf_8254373	713310	713317
IES-00094-r9_chr4_7213700	scf_8254373	706968	706969
IES-00095-r9_chr4_7154356	scf_8254373	654273	654283
IES-00096-r12_chr4_7138322	scf_8254373	645473	645477
IES-00097-r16_chr4_7126574	scf_8254373	639220	639220
IES-00099-r16_chr4_7010337	scf_8254373	542242	542250
IES-00100-r22_chr4_7007593	scf_8254373	540639	540640
IES-00101-r15_chr4_7001224	scf_8254373	535350	535350
IES-00102-r15_chr4_6992398	scf_8254373	531457	531459
IES-00105-r15_chr4_6970709	scf_8254373	522164	522164
IES-00109-r22_chr4_6935771	scf_8254373	495583	495586
IES-00110-r16_chr4_6902258	scf_8254373	466522	466522
IES-00111-r13_chr4_6890033	scf_8254373	454965	454965
IES-00112-r11_chr4_6883763	scf_8254373	451290	451301
IES-00114-r15_chr4_6852585	scf_8254373	424208	424209
IES-00115-r9_chr4_6834501	scf_8254373	406787	406790
IES-00118-r16_chr4_6761107	scf_8254373	340613	340614
IES-00119-r24_chr4_6753868	scf_8254373	336934	336934
IES-00120-r14_chr4_6720761	scf_8254373	309458	309461
IES-00122-r24_chr4_6652584	scf_8254373	252589	252609
IES-00123-r7_chr4_6642783	scf_8254373	243440	243443
IES-00124-r13_chr4_6632703	scf_8254373	237656	237662
IES-00126-r17_chr4_6592284	scf_8254373	202389	202392
IES-00128-r13_chr4_6520376	scf_8254373	138764	138772
IES-00129-r16_chr4_6517894	scf_8254373	137615	137617
IES-00130-r12_chr4_6504217	scf_8254373	125153	125154
IES-00131-r12_chr4_6464239	scf_8254373	89107	89108
IES-00132-r11_chr4_6460335	scf_8254373	88012	88026
IES-00133-r16_chr4_6400002	scf_8254373	35141	35144
IES-00157-r12_chr4_5854607	scf_8253904	149903	149905
IES-00687-r13_chr4_16502836	scf_8254728	72389	72393
IES-00688-r9_chr4_16519118	scf_8254728	84902	84902
IES-00689-r7_chr4_16536224	scf_8254728	93067	93075
IES-00692-r9_chr4_16551307	scf_8254728	103096	103100
IES-00693-r12_chr4_16562002	scf_8254728	109681	109683
IES-00694-r7_chr4_16591503	scf_8254728	132773	132773
IES-00695-r8_chr4_16626480	scf_8254728	146502	146502
IES-00696-r13_chr4_16633760	scf_8254728	149766	149772
IES-00698-r13_chr4_16647142	scf_8254728	157402	157403
IES-00699-r7_chr4_16655689	scf_8254728	162241	162241
IES-00700-r5_chr4_16665980	scf_8254728	167625	167626
IES-00703-r14_chr4_16690587	scf_8254728	174282	174288
IES-00704-r14_chr4_16704752	scf_8254728	183310	183313
IES-00705-r14_chr4_16711837	scf_8254728	188524	188524
IES-00706-r8_chr4_16717495	scf_8254728	191248	191255
IES-00707-r12_chr4_16732284	scf_8254728	199610	199610
IES-00708-r14_chr4_16742504	scf_8254728	205511	205514
IES-00709-r20_chr4_16746988	scf_8254728	207592	207600
IES-00710-r15_chr4_16751661	scf_8254728	209410	209421
IES-00765-r9_chr4_23938069	scf_8253843	66067	66081
IES-00776-r17_chr4_23693467	scf_8254607	60393	60393
